lat,lng
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.79674,144.963656
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.796369,144.961173
-37.793693,144.898734
-37.793693,144.898734
-37.793693,144.898734
-37.793679,144.949333
-37.784189,144.958926
-37.784189,144.958926
-37.778533,144.946446
-37.757328,145.059403
-37.757328,145.059403
-37.757328,145.059403
-37.756412,145.060278
-37.756412,145.060278
-37.756412,145.060278
-37.756412,145.060278
-37.756412,145.060278
-37.756169,145.061148
-37.756169,145.061148
-37.756169,145.061148
-37.756169,145.061148
-37.756169,145.061148
-37.756169,145.061148
-37.756169,145.061148
-37.756169,145.061148
-37.756169,145.061148
-37.720727,145.048394
-37.720727,145.048394
-37.720727,145.048394
-37.720727,145.048394
-37.720727,145.048394
-37.720727,145.048394
-37.720727,145.048394
-37.682409,145.072696
-37.682409,145.072696
-37.652886,145.014485
-37.652886,145.014485
-37.651894,145.014507
-37.626441,143.891095
-37.565021,143.856901
-37.565021,143.856901
-37.540846,143.832507
-37.540846,143.832507
-37.328751,-59.13873
-36.860883,174.770336
-36.860883,174.770336
-36.853244,174.768573
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.852338,174.769107
-36.845749,174.756244
-36.829477,-73.034183
-36.798554,-73.055917
-36.798554,-73.055917
-36.732468,174.701511
-35.713918,150.181209
-35.320016,149.008055
-35.277954,149.115365
-35.2777,149.118527
-35.2777,149.118527
-35.2777,149.118527
-35.2777,149.118527
-35.2777,149.118527
-35.2777,149.118527
-35.2777,149.118527
-35.2777,149.118527
-35.275234,149.120521
-35.238161,149.084086
-35.028815,138.572669
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.024496,138.571328
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.021404,138.569054
-35.019985,138.568547
-35.019985,138.568547
-35.019985,138.568547
-35.019985,138.568547
-35.018847,138.575088
-35.017804,138.575337
-34.930368,138.611725
-34.92964,138.600869
-34.92964,138.600869
-34.923936,-57.940034
-34.922908,138.60081
-34.922908,138.60081
-34.922908,138.60081
-34.921283,138.589755
-34.921283,138.589755
-34.920969,138.587357
-34.920969,138.587357
-34.920969,138.587357
-34.920969,138.587357
-34.920969,138.587357
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920603,138.606227
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.920166,138.606666
-34.918273,138.606854
-34.912882,-57.951122
-34.912882,-57.951122
-34.911546,138.59999
-34.911546,138.59999
-34.911546,138.59999
-34.911546,138.59999
-34.909005,138.604412
-34.907528,138.596181
-34.901048,-56.164974
-34.884609,138.533019
-34.884609,138.533019
-34.882611,138.53309
-34.882343,138.532659
-34.81269,138.620328
-34.63784,-58.39356
-34.634036,-58.388276
-34.608745,-58.386801
-34.607265,-58.397268
-34.607265,-58.397268
-34.605488,-58.437802
-34.599888,-58.37307
-34.599888,-58.37307
-34.599888,-58.37307
-34.599888,-58.37307
-34.599888,-58.37307
-34.599106,-58.400017
-34.599106,-58.400017
-34.598415,-58.400879
-34.598038,-58.398271
-34.594636,-58.410888
-34.594265,-58.422132
-34.56405,-58.443793
-34.42476,150.88353
-34.412363,150.890821
-34.412363,150.890821
-34.412363,150.890821
-34.412363,150.890821
-34.412363,150.890821
-34.412363,150.890821
-34.412363,150.890821
-34.412363,150.890821
-34.412363,150.890821
-34.405404,150.87843
-34.405404,150.87843
-34.405404,150.87843
-34.116503,150.716009
-34.069638,150.793326
-34.047484,150.988369
-34.047484,150.988369
-34.047484,150.988369
-33.967971,151.133674
-33.967971,151.133674
-33.963711,151.132643
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957652,18.461199
-33.957114,18.461648
-33.943099,18.466172
-33.943099,18.466172
-33.942351,18.465068
-33.941039,18.461718
-33.933125,151.020842
-33.933125,151.020842
-33.921071,150.934424
-33.920907,151.237531
-33.920621,150.929793
-33.920621,150.929793
-33.920553,151.237921
-33.920553,151.237921
-33.918967,151.23869
-33.918782,151.231098
-33.918782,151.231098
-33.918361,150.930053
-33.918361,150.930053
-33.918264,151.232737
-33.918264,151.232737
-33.918084,151.239144
-33.918084,151.239144
-33.917558,151.226955
-33.917558,151.226955
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917347,151.231267
-33.917214,151.228807
-33.917214,151.228807
-33.917214,151.228807
-33.917214,151.228807
-33.917214,151.228807
-33.917214,151.228807
-33.917214,151.228807
-33.917214,151.228807
-33.91721,151.236041
-33.91721,151.236041
-33.917151,151.238275
-33.916726,151.235749
-33.916298,18.604445
-33.916298,18.604445
-33.916298,18.604445
-33.896249,151.178975
-33.896249,151.178975
-33.891483,151.18336
-33.890564,151.182088
-33.890564,151.182088
-33.889541,151.182571
-33.888785,151.178105
-33.888785,151.178105
-33.888785,151.178105
-33.888584,151.187347
-33.888584,151.187347
-33.888584,151.187347
-33.888584,151.187347
-33.888584,151.187347
-33.888336,151.1905
-33.888226,151.188702
-33.888226,151.188702
-33.888226,151.188702
-33.888226,151.188702
-33.88816,151.188465
-33.888032,151.183882
-33.888025,151.187091
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.88735,151.190693
-33.885258,151.179919
-33.883238,151.200494
-33.883238,151.200494
-33.883238,151.200494
-33.883238,151.200494
-33.883238,151.200494
-33.882433,151.201141
-33.880546,151.220752
-33.880546,151.220752
-33.880546,151.220752
-33.880546,151.220752
-33.879127,151.22145
-33.879127,151.22145
-33.879127,151.22145
-33.879127,151.22145
-33.879127,151.22145
-33.873848,151.22029
-33.873848,151.22029
-33.843548,151.203565
-33.84002,151.208933
-33.837663,151.203509
-33.837663,151.203509
-33.837663,151.203509
-33.837663,151.203509
-33.837663,151.203509
-33.835444,151.095161
-33.824034,151.193169
-33.824034,151.193169
-33.824034,151.193169
-33.824034,151.193169
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820857,151.191836
-33.820584,151.191028
-33.820584,151.191028
-33.819998,151.188696
-33.804926,150.988566
-33.804926,150.988566
-33.804926,150.988566
-33.803415,150.99096
-33.803415,150.99096
-33.802423,150.988392
-33.802423,150.988392
-33.796831,151.145146
-33.796477,151.145265
-33.791615,151.132226
-33.781953,151.123516
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.776802,151.107723
-33.773824,151.112649
-33.773824,151.112649
-33.773217,151.097564
-33.764908,150.729467
-33.764908,150.729467
-33.764908,150.729467
-33.764908,150.729467
-33.764908,150.729467
-33.764908,150.729467
-33.764908,150.729467
-33.764908,150.729467
-33.764908,150.729467
-33.759732,150.712892
-33.612569,150.749345
-33.552349,-70.635186
-33.457814,-70.664402
-33.451761,-70.686132
-33.44889,-70.669266
-33.44889,-70.669266
-33.448823,-70.660965
-33.44594,-70.661724
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.444521,-70.650928
-33.441128,-70.640794
-33.441128,-70.640794
-33.441128,-70.640794
-33.441128,-70.640794
-33.434909,-70.614825
-33.42936,-70.610727
-33.42936,-70.610727
-33.418937,-70.655498
-33.418937,-70.655498
-33.418937,-70.655498
-33.418937,-70.655498
-33.418937,-70.655498
-33.418937,-70.655498
-33.418937,-70.655498
-33.109252,-64.301378
-33.109252,-64.301378
-33.109252,-64.301378
-33.109252,-64.301378
-33.109252,-64.301378
-33.052126,-71.608515
-33.052126,-71.608515
-33.050709,-71.614283
-33.050709,-71.614283
-33.044407,-71.605872
-33.044407,-71.605872
-33.044407,-71.605872
-33.01058,-71.547838
-32.998596,148.262437
-32.921278,151.691302
-32.920721,151.692459
-32.920721,151.692459
-32.920721,151.692459
-32.920721,151.692459
-32.920721,151.692459
-32.920721,151.692459
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.892772,151.704177
-32.056089,115.743422
-32.056089,115.743422
-32.031155,-52.10184
-32.006196,115.894418
-32.006196,115.894418
-32.006196,115.894418
-32.006196,115.894418
-32.006196,115.894418
-32.006196,115.894418
-32.006196,115.894418
-32.006196,115.894418
-32.006196,115.894418
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.981179,115.819909
-31.968187,115.816321
-31.968187,115.816321
-31.968187,115.816321
-31.968187,115.816321
-31.968187,115.816321
-31.968187,115.816321
-31.949879,115.818989
-31.946298,115.836565
-31.94507,115.8364
-31.94507,115.8364
-31.94507,115.8364
-31.94507,115.8364
-31.94507,115.8364
-31.920323,115.86651
-31.781098,-52.32348
-31.753217,115.775011
-31.753217,115.775011
-31.74786,115.772681
-31.635025,-60.705217
-31.274946,149.068458
-31.274946,149.068458
-30.489954,151.641019
-30.267742,153.137459
-30.267742,153.137459
-30.059345,-51.173492
-30.037109,-51.198303
-30.037109,-51.198303
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.033842,-51.218571
-30.031554,-51.22047
-30.029589,-51.214732
-29.713344,-53.716821
-29.713344,-53.716821
-29.713344,-53.716821
-29.70784,31.047517
-28.701637,-49.408381
-27.9604,153.378498
-27.9604,153.378498
-27.600595,-48.519642
-27.600595,-48.519642
-27.600595,-48.519642
-27.600595,-48.519642
-27.600595,-48.519642
-27.600595,-48.519642
-27.600595,-48.519642
-27.55509,153.053258
-27.55509,153.053258
-27.55509,153.053258
-27.55509,153.053258
-27.513058,153.046396
-27.512669,153.046542
-27.504337,152.966079
-27.504337,152.966079
